tx_real,tx_imag,rx_real,rx_imag
-0.31622776601683794,-0.31622776601683794,-0.36169998414277377,-0.3471010229508651
0.31622776601683794,0.9486832980505138,0.3199230911560764,0.942028594464294
-0.9486832980505138,-0.9486832980505138,-0.9346521129812377,-0.9549267445838234
0.9486832980505138,0.31622776601683794,0.9284230907993474,0.2842495566859153
-0.9486832980505138,-0.9486832980505138,-1.0020149855230842,-0.9465430494571472
-0.31622776601683794,-0.31622776601683794,-0.37179856267739675,-0.352384849145105
0.9486832980505138,0.9486832980505138,0.9850335797245485,0.8985365355539258
0.31622776601683794,0.31622776601683794,0.27294596721252024,0.270511748261645
0.31622776601683794,-0.31622776601683794,0.3253514468257691,-0.29946895029784243
0.9486832980505138,-0.31622776601683794,0.8988695476280871,-0.33554045738340377
0.9486832980505138,0.9486832980505138,1.0211438430161115,0.9691668344913474
0.9486832980505138,0.31622776601683794,0.9656065003660048,0.29323389911555087
0.31622776601683794,0.9486832980505138,0.2846365367921795,1.008250131092897
-0.31622776601683794,-0.31622776601683794,-0.25977304889366853,-0.3556124897912269
0.31622776601683794,-0.31622776601683794,0.3381574422438628,-0.26854955458428176
0.31622776601683794,-0.31622776601683794,0.2812335287434508,-0.27351318128587865
-0.9486832980505138,-0.31622776601683794,-0.9637298906438895,-0.3414905000295327
-0.9486832980505138,0.31622776601683794,-0.9401891257377996,0.3149362278668325
-0.9486832980505138,-0.9486832980505138,-0.9754113543897724,-0.9185474723423316
-0.9486832980505138,0.31622776601683794,-0.9222738268838724,0.2972203239585243
-0.9486832980505138,-0.9486832980505138,-0.9954097200121783,-0.9878290555929408
-0.9486832980505138,-0.9486832980505138,-0.9579741023603089,-0.9642243742558928
-0.31622776601683794,0.31622776601683794,-0.18852617098978036,0.3487067080330861
0.31622776601683794,0.31622776601683794,0.2863322555679619,0.2616654186346681
0.31622776601683794,-0.9486832980505138,0.37357126180485495,-0.8730782940807729
-0.9486832980505138,0.9486832980505138,-0.8937155380583173,0.9787475909221168
-0.31622776601683794,0.9486832980505138,-0.3162652084554727,0.9099117275445135
-0.31622776601683794,-0.31622776601683794,-0.2971465716326954,-0.27895143881829115
-0.9486832980505138,-0.31622776601683794,-0.8941051896302717,-0.2735072395225604
0.9486832980505138,0.31622776601683794,0.9266635500473469,0.24596153386118394
-0.31622776601683794,0.31622776601683794,-0.3224452483431864,0.33613134376557463
-0.31622776601683794,0.9486832980505138,-0.24579444925428484,0.9740156959891092
0.31622776601683794,0.9486832980505138,0.32291611833633516,0.8544432238500625
-0.31622776601683794,-0.31622776601683794,-0.3057905269040396,-0.2865789586230526
-0.9486832980505138,0.31622776601683794,-0.8935013172529659,0.2938968894404848
0.9486832980505138,0.9486832980505138,0.8929067202108883,0.9285984626966306
0.31622776601683794,-0.9486832980505138,0.2854770792869465,-0.9370460114625654
-0.31622776601683794,-0.9486832980505138,-0.2503212534536595,-0.9265973977297006
0.31622776601683794,0.9486832980505138,0.28346945676500457,0.9111338106124126
0.31622776601683794,-0.9486832980505138,0.25722402792447174,-0.9317888096660032
-0.9486832980505138,0.9486832980505138,-0.862328292318717,0.97911805853079
0.9486832980505138,0.31622776601683794,0.883215941385231,0.2805182851983
0.9486832980505138,-0.31622776601683794,0.9628881456087545,-0.3163466564144507
-0.9486832980505138,-0.9486832980505138,-0.9800206328696585,-0.950310750552466
0.31622776601683794,-0.9486832980505138,0.30915687048787194,-0.9649703555583113
0.9486832980505138,0.31622776601683794,0.9052392308993938,0.3719417058032122
0.31622776601683794,0.9486832980505138,0.34736035832323786,0.8846660374414439
0.9486832980505138,0.31622776601683794,0.901772697363651,0.33528293746322313
0.31622776601683794,-0.9486832980505138,0.28645634401973624,-0.9623581818681963
